time_s,EEG
1.1376953125,-101.893
1.1386718750,-101.770
1.1396484375,-101.648
1.1406250000,-101.526
1.1416015625,-101.404
1.1425781250,-101.282
1.1435546875,-101.160
1.1445312500,-101.038
1.1455078125,-100.916
1.1464843750,-100.794
1.1474609375,-100.672
1.1484375000,-100.549
1.1494140625,-100.427
1.1503906250,-100.305
1.1513671875,-100.183
1.1523437500,-100.061
1.1533203125,-99.939
1.1542968750,-99.817
1.1552734375,-99.695
1.1562500000,-99.573
1.1572265625,-99.451
1.1582031250,-99.328
1.1591796875,-99.206
1.1601562500,-99.084
1.1611328125,-98.962
1.1621093750,-98.840
1.1630859375,-98.718
1.1640625000,-98.596
1.1650390625,-98.474
1.1660156250,-98.352
1.1669921875,-98.230
1.1679687500,-98.107
1.1689453125,-97.985
1.1699218750,-97.863
1.1708984375,-97.741
1.1718750000,-97.619
1.1728515625,-97.497
1.1738281250,-97.375
1.1748046875,-97.253
1.1757812500,-97.131
1.1767578125,-97.009
1.1777343750,-96.886
1.1787109375,-96.764
1.1796875000,-96.642
1.1806640625,-96.520
1.1816406250,-96.398
1.1826171875,-96.276
1.1835937500,-96.154
1.1845703125,-96.032
1.1855468750,-95.910
1.1865234375,-95.788
1.1875000000,-95.665
1.1884765625,-95.543
1.1894531250,-95.421
1.1904296875,-95.299
1.1914062500,-95.177
1.1923828125,-95.055
1.1933593750,-94.933
1.1943359375,-94.811
1.1953125000,-94.689
1.1962890625,-94.567
1.1972656250,-94.444
1.1982421875,-94.322
1.1992187500,-94.200
1.2001953125,-94.078
1.2011718750,-93.956
1.2021484375,-93.834
1.2031250000,-93.712
1.2041015625,-93.590
1.2050781250,-93.468
1.2060546875,-93.346
1.2070312500,-93.223
1.2080078125,-93.101
1.2089843750,-92.979
1.2099609375,-92.857
1.2109375000,-92.735
1.2119140625,-92.613
1.2128906250,-92.491
1.2138671875,-92.369
1.2148437500,-92.247
1.2158203125,-92.125
1.2167968750,-92.002
1.2177734375,-91.880
1.2187500000,-91.758
1.2197265625,-91.636
1.2207031250,-91.514
1.2216796875,-91.392
1.2226562500,-91.270
1.2236328125,-91.148
1.2246093750,-91.026
1.2255859375,-90.904
1.2265625000,-90.781
1.2275390625,-90.659
1.2285156250,-90.537
1.2294921875,-90.415
1.2304687500,-90.293
1.2314453125,-90.171
1.2324218750,-90.049
1.2333984375,-89.927
1.2343750000,-89.805
1.2353515625,-89.683
1.2363281250,-89.560
1.2373046875,-89.438
1.2382812500,-89.316
1.2392578125,-89.194
1.2402343750,-89.072
1.2412109375,-88.950
1.2421875000,-88.828
1.2431640625,-88.706
1.2441406250,-88.584
1.2451171875,-88.462
1.2460937500,-88.339
1.2470703125,-88.217
1.2480468750,-88.095
1.2490234375,-87.973
1.2500000000,-87.851
1.2509765625,-87.729
1.2519531250,-87.607
1.2529296875,-87.485
1.2539062500,-87.363
1.2548828125,-87.241
1.2558593750,-87.118
1.2568359375,-86.996
1.2578125000,-86.874
1.2587890625,-86.752
1.2597656250,-86.630
1.2607421875,-86.508
1.2617187500,-86.386
1.2626953125,-86.264
1.2636718750,-86.142
1.2646484375,-86.020
1.2656250000,-85.897
1.2666015625,-85.775
1.2675781250,-85.653
1.2685546875,-85.531
1.2695312500,-85.409
1.2705078125,-85.287
1.2714843750,-85.165
1.2724609375,-85.043
1.2734375000,-84.921
1.2744140625,-84.799
1.2753906250,-84.676
1.2763671875,-84.554
1.2773437500,-84.432
1.2783203125,-84.310
1.2792968750,-84.188
1.2802734375,-84.066
1.2812500000,-83.944
1.2822265625,-83.822
1.2832031250,-83.700
1.2841796875,-83.578
1.2851562500,-83.455
1.2861328125,-83.333
1.2871093750,-83.211
1.2880859375,-83.089
1.2890625000,-82.967
1.2900390625,-82.845
1.2910156250,-82.723
1.2919921875,-82.601
1.2929687500,-82.479
1.2939453125,-82.357
1.2949218750,-82.234
1.2958984375,-82.112
1.2968750000,-81.990
1.2978515625,-81.868
1.2988281250,-81.746
1.2998046875,-81.624
1.3007812500,-81.502
1.3017578125,-81.380
1.3027343750,-81.258
1.3037109375,-81.136
1.3046875000,-81.013
1.3056640625,-80.891
1.3066406250,-80.769
1.3076171875,-80.647
1.3085937500,-80.525
1.3095703125,-80.403
1.3105468750,-80.281
1.3115234375,-80.159
1.3125000000,-80.037
1.3134765625,-79.915
1.3144531250,-79.792
1.3154296875,-79.670
1.3164062500,-79.548
1.3173828125,-79.426
1.3183593750,-79.304
1.3193359375,-79.182
1.3203125000,-79.060
1.3212890625,-78.938
1.3222656250,-78.816
1.3232421875,-78.694
1.3242187500,-78.571
1.3251953125,-78.449
1.3261718750,-78.327
1.3271484375,-78.205
1.3281250000,-78.083
1.3291015625,-77.961
1.3300781250,-77.839
1.3310546875,-77.717
1.3320312500,-77.595
1.3330078125,-77.473
1.3339843750,-77.350
1.3349609375,-77.228
1.3359375000,-77.106
1.3369140625,-76.984
1.3378906250,-76.862
1.3388671875,-76.740
1.3398437500,-76.618
1.3408203125,-76.496
1.3417968750,-76.374
1.3427734375,-76.252
1.3437500000,-76.129
1.3447265625,-76.007
1.3457031250,-75.885
1.3466796875,-75.763
1.3476562500,-75.641
1.3486328125,-75.519
1.3496093750,-75.397
1.3505859375,-75.275
1.3515625000,-75.153
1.3525390625,-75.031
1.3535156250,-74.908
1.3544921875,-74.786
1.3554687500,-74.664
1.3564453125,-74.542
1.3574218750,-74.420
1.3583984375,-74.298
1.3593750000,-74.176
1.3603515625,-74.054
1.3613281250,-73.932
1.3623046875,-73.810
1.3632812500,-73.687
1.3642578125,-73.565
1.3652343750,-73.443
1.3662109375,-73.321
1.3671875000,-73.199
1.3681640625,-73.077
1.3691406250,-72.955
1.3701171875,-72.833
1.3710937500,-72.711
1.3720703125,-72.589
1.3730468750,-72.466
1.3740234375,-72.344
1.3750000000,-72.222
1.3759765625,-72.100
1.3769531250,-71.978
1.3779296875,-71.856
1.3789062500,-71.734
1.3798828125,-71.612
1.3808593750,-71.490
1.3818359375,-71.368
1.3828125000,-71.245
1.3837890625,-71.123
1.3847656250,-71.001
1.3857421875,-70.879
1.3867187500,-70.757
1.3876953125,-70.635
1.3886718750,-70.513
1.3896484375,-70.391
1.3906250000,-70.269
1.3916015625,-70.147
1.3925781250,-70.024
1.3935546875,-69.902
1.3945312500,-69.780
1.3955078125,-69.658
1.3964843750,-69.536
1.3974609375,-69.414
1.3984375000,-69.292
1.3994140625,-69.170
1.4003906250,-69.048
1.4013671875,-68.926
1.4023437500,-68.803
1.4033203125,-68.681
1.4042968750,-68.559
1.4052734375,-68.437
1.4062500000,-68.315
1.4072265625,-68.193
1.4082031250,-68.071
1.4091796875,-67.949
1.4101562500,-67.827
1.4111328125,-67.705
1.4121093750,-67.582
1.4130859375,-67.460
1.4140625000,-67.338
1.4150390625,-67.216
1.4160156250,-67.094
1.4169921875,-66.972
1.4179687500,-66.850
1.4189453125,-66.728
1.4199218750,-66.606
1.4208984375,-66.484
1.4218750000,-66.361
1.4228515625,-66.239
1.4238281250,-66.117
1.4248046875,-65.995
1.4257812500,-65.873
1.4267578125,-65.751
1.4277343750,-65.629
1.4287109375,-65.507
1.4296875000,-65.385
1.4306640625,-65.263
1.4316406250,-65.140
1.4326171875,-65.018
1.4335937500,-64.896
1.4345703125,-64.774
1.4355468750,-64.652
1.4365234375,-64.530
1.4375000000,-64.408
1.4384765625,-64.286
1.4394531250,-64.164
1.4404296875,-64.042
1.4414062500,-63.919
1.4423828125,-63.797
1.4433593750,-63.675
1.4443359375,-63.553
1.4453125000,-63.431
1.4462890625,-63.309
1.4472656250,-63.187
1.4482421875,-63.065
1.4492187500,-62.943
1.4501953125,-62.821
1.4511718750,-62.698
1.4521484375,-62.576
1.4531250000,-62.454
1.4541015625,-62.332
1.4550781250,-62.210
1.4560546875,-62.088
1.4570312500,-61.966
1.4580078125,-61.844
1.4589843750,-61.722
1.4599609375,-61.600
1.4609375000,-61.477
1.4619140625,-61.355
1.4628906250,-61.233
1.4638671875,-61.111
1.4648437500,-60.989
1.4658203125,-60.867
1.4667968750,-60.745
1.4677734375,-60.623
1.4687500000,-60.501
1.4697265625,-60.379
1.4707031250,-60.256
1.4716796875,-60.134
1.4726562500,-60.012
1.4736328125,-59.890
1.4746093750,-59.768
1.4755859375,-59.646
1.4765625000,-59.524
1.4775390625,-59.402
1.4785156250,-59.280
1.4794921875,-59.158
1.4804687500,-59.035
1.4814453125,-58.913
1.4824218750,-58.791
1.4833984375,-58.669
1.4843750000,-58.547
1.4853515625,-58.425
1.4863281250,-58.303
1.4873046875,-58.181
1.4882812500,-58.059
1.4892578125,-57.937
1.4902343750,-57.814
1.4912109375,-57.692
1.4921875000,-57.570
1.4931640625,-57.448
1.4941406250,-57.326
1.4951171875,-57.204
1.4960937500,-57.082
1.4970703125,-56.960
1.4980468750,-56.838
1.4990234375,-56.716
1.5000000000,-56.593
1.5009765625,-56.471
1.5019531250,-56.349
1.5029296875,-56.227
1.5039062500,-56.105
1.5048828125,-55.983
1.5058593750,-55.861
1.5068359375,-55.739
1.5078125000,-55.617
1.5087890625,-55.495
1.5097656250,-55.372
1.5107421875,-55.250
1.5117187500,-55.128
1.5126953125,-55.006
1.5136718750,-54.884
1.5146484375,-54.762
1.5156250000,-54.640
1.5166015625,-54.518
1.5175781250,-54.396
1.5185546875,-54.274
1.5195312500,-54.151
1.5205078125,-54.029
1.5214843750,-53.907
1.5224609375,-53.785
1.5234375000,-53.663
1.5244140625,-53.541
1.5253906250,-53.419
1.5263671875,-53.297
1.5273437500,-53.175
1.5283203125,-53.053
1.5292968750,-52.930
1.5302734375,-52.808
1.5312500000,-52.686
1.5322265625,-52.564
1.5332031250,-52.442
1.5341796875,-52.320
1.5351562500,-52.198
1.5361328125,-52.076
1.5371093750,-51.954
1.5380859375,-51.832
1.5390625000,-51.709
1.5400390625,-51.587
1.5410156250,-51.465
1.5419921875,-51.343
1.5429687500,-51.221
1.5439453125,-51.099
1.5449218750,-50.977
1.5458984375,-50.855
1.5468750000,-50.733
1.5478515625,-50.611
1.5488281250,-50.488
1.5498046875,-50.366
1.5507812500,-50.244
1.5517578125,-50.122
1.5527343750,-50.000
1.5537109375,-49.878
1.5546875000,-49.756
1.5556640625,-49.634
1.5566406250,-49.512
1.5576171875,-49.389
1.5585937500,-49.267
1.5595703125,-49.145
1.5605468750,-49.023
1.5615234375,-48.901
1.5625000000,-48.779
1.5634765625,-48.657
1.5644531250,-48.535
1.5654296875,-48.413
1.5664062500,-48.291
1.5673828125,-48.168
1.5683593750,-48.046
1.5693359375,-47.924
1.5703125000,-47.802
1.5712890625,-47.680
1.5722656250,-47.558
1.5732421875,-47.436
1.5742187500,-47.314
1.5751953125,-47.192
1.5761718750,-47.070
1.5771484375,-46.947
1.5781250000,-46.825
1.5791015625,-46.703
1.5800781250,-46.581
1.5810546875,-46.459
1.5820312500,-46.337
1.5830078125,-46.215
1.5839843750,-46.093
1.5849609375,-45.971
1.5859375000,-45.849
1.5869140625,-45.726
1.5878906250,-45.604
1.5888671875,-45.482
1.5898437500,-45.360
1.5908203125,-45.238
1.5917968750,-45.116
1.5927734375,-44.994
1.5937500000,-44.872
1.5947265625,-44.750
1.5957031250,-44.628
1.5966796875,-44.505
1.5976562500,-44.383
1.5986328125,-44.261
1.5996093750,-44.139
1.6005859375,-44.017
1.6015625000,-43.895
1.6025390625,-43.773
1.6035156250,-43.651
1.6044921875,-43.529
1.6054687500,-43.407
1.6064453125,-43.284
1.6074218750,-43.162
1.6083984375,-43.040
1.6093750000,-42.918
1.6103515625,-42.796
1.6113281250,-42.674
1.6123046875,-42.552
1.6132812500,-42.430
1.6142578125,-42.308
1.6152343750,-42.186
1.6162109375,-42.063
1.6171875000,-41.941
1.6181640625,-41.819
1.6191406250,-41.697
1.6201171875,-41.575
1.6210937500,-41.453
1.6220703125,-41.331
1.6230468750,-41.209
1.6240234375,-41.087
1.6250000000,-40.965
1.6259765625,-40.842
1.6269531250,-40.720
1.6279296875,-40.598
1.6289062500,-40.476
1.6298828125,-40.354
1.6308593750,-40.232
1.6318359375,-40.110
1.6328125000,-39.988
1.6337890625,-39.866
1.6347656250,-39.744
1.6357421875,-39.621
1.6367187500,-39.499
1.6376953125,-39.377
1.6386718750,-39.255
1.6396484375,-39.133
1.6406250000,-39.011
1.6416015625,-38.889
1.6425781250,-38.767
1.6435546875,-38.645
1.6445312500,-38.523
1.6455078125,-38.400
1.6464843750,-38.278
1.6474609375,-38.156
1.6484375000,-38.034
1.6494140625,-37.912
1.6503906250,-37.790
1.6513671875,-37.668
1.6523437500,-37.546
1.6533203125,-37.424
1.6542968750,-37.302
1.6552734375,-37.179
1.6562500000,-37.057
1.6572265625,-36.935
1.6582031250,-36.813
1.6591796875,-36.691
1.6601562500,-36.569
1.6611328125,-36.447
1.6621093750,-36.325
1.6630859375,-36.203
1.6640625000,-36.081
1.6650390625,-35.958
1.6660156250,-35.836
1.6669921875,-35.714
1.6679687500,-35.592
1.6689453125,-35.470
1.6699218750,-35.348
1.6708984375,-35.226
1.6718750000,-35.104
1.6728515625,-34.982
1.6738281250,-34.860
1.6748046875,-34.737
1.6757812500,-34.615
1.6767578125,-34.493
1.6777343750,-34.371
1.6787109375,-34.249
1.6796875000,-34.127
1.6806640625,-34.005
1.6816406250,-33.883
1.6826171875,-33.761
1.6835937500,-33.639
1.6845703125,-33.516
1.6855468750,-33.394
1.6865234375,-33.272
1.6875000000,-33.150
1.6884765625,-33.028
1.6894531250,-32.906
1.6904296875,-32.784
1.6914062500,-32.662
1.6923828125,-32.540
1.6933593750,-32.418
1.6943359375,-32.295
1.6953125000,-32.173
1.6962890625,-32.051
1.6972656250,-31.929
1.6982421875,-31.807
1.6992187500,-31.685
1.7001953125,-31.563
1.7011718750,-31.441
1.7021484375,-31.319
1.7031250000,-31.197
1.7041015625,-31.074
1.7050781250,-30.952
1.7060546875,-30.830
1.7070312500,-30.708
1.7080078125,-30.586
1.7089843750,-30.464
1.7099609375,-30.342
1.7109375000,-30.220
1.7119140625,-30.098
1.7128906250,-29.976
1.7138671875,-29.853
1.7148437500,-29.731
1.7158203125,-29.609
1.7167968750,-29.487
1.7177734375,-29.365
1.7187500000,-29.243
1.7197265625,-29.121
1.7207031250,-28.999
1.7216796875,-28.877
1.7226562500,-28.755
1.7236328125,-28.632
1.7246093750,-28.510
1.7255859375,-28.388
1.7265625000,-28.266
1.7275390625,-28.144
1.7285156250,-28.022
1.7294921875,-27.900
1.7304687500,-27.778
1.7314453125,-27.656
1.7324218750,-27.534
1.7333984375,-27.411
1.7343750000,-27.289
1.7353515625,-27.167
1.7363281250,-27.045
1.7373046875,-26.923
1.7382812500,-26.801
1.7392578125,-26.679
1.7402343750,-26.557
1.7412109375,-26.435
1.7421875000,-26.313
1.7431640625,-26.190
1.7441406250,-26.068
1.7451171875,-25.946
1.7460937500,-25.824
1.7470703125,-25.702
1.7480468750,-25.580
1.7490234375,-25.458
1.7500000000,-25.336
1.7509765625,-25.214
1.7519531250,-25.092
1.7529296875,-24.969
1.7539062500,-24.847
1.7548828125,-24.725
1.7558593750,-24.603
1.7568359375,-24.481
1.7578125000,-24.359
1.7587890625,-24.237
1.7597656250,-24.115
1.7607421875,-23.993
1.7617187500,-23.871
1.7626953125,-23.748
1.7636718750,-23.626
1.7646484375,-23.504
1.7656250000,-23.382
1.7666015625,-23.260
1.7675781250,-23.138
1.7685546875,-23.016
1.7695312500,-22.894
1.7705078125,-22.772
1.7714843750,-22.650
1.7724609375,-22.527
1.7734375000,-22.405
1.7744140625,-22.283
1.7753906250,-22.161
1.7763671875,-22.039
1.7773437500,-21.917
1.7783203125,-21.795
1.7792968750,-21.673
1.7802734375,-21.551
1.7812500000,-21.429
1.7822265625,-21.306
1.7832031250,-21.184
1.7841796875,-21.062
1.7851562500,-20.940
1.7861328125,-20.818
1.7871093750,-20.696
1.7880859375,-20.574
1.7890625000,-20.452
1.7900390625,-20.330
1.7910156250,-20.208
1.7919921875,-20.085
1.7929687500,-19.963
1.7939453125,-19.841
1.7949218750,-19.719
1.7958984375,-19.597
1.7968750000,-19.475
1.7978515625,-19.353
1.7988281250,-19.231
1.7998046875,-19.109
1.8007812500,-18.987
1.8017578125,-18.864
1.8027343750,-18.742
1.8037109375,-18.620
1.8046875000,-18.498
1.8056640625,-18.376
1.8066406250,-18.254
1.8076171875,-18.132
1.8085937500,-18.010
1.8095703125,-17.888
1.8105468750,-17.766
1.8115234375,-17.643
1.8125000000,-17.521
1.8134765625,-17.399
1.8144531250,-17.277
1.8154296875,-17.155
1.8164062500,-17.033
1.8173828125,-16.911
1.8183593750,-16.789
1.8193359375,-16.667
1.8203125000,-16.545
1.8212890625,-16.422
1.8222656250,-16.300
1.8232421875,-16.178
1.8242187500,-16.056
1.8251953125,-15.934
1.8261718750,-15.812
1.8271484375,-15.690
1.8281250000,-15.568
1.8291015625,-15.446
1.8300781250,-15.324
1.8310546875,-15.201
1.8320312500,-15.079
1.8330078125,-14.957
1.8339843750,-14.835
1.8349609375,-14.713
1.8359375000,-14.591
1.8369140625,-14.469
1.8378906250,-14.347
1.8388671875,-14.225
1.8398437500,-14.103
1.8408203125,-13.980
1.8417968750,-13.858
1.8427734375,-13.736
1.8437500000,-13.614
1.8447265625,-13.492
1.8457031250,-13.370
1.8466796875,-13.248
1.8476562500,-13.126
1.8486328125,-13.004
1.8496093750,-12.882
1.8505859375,-12.759
1.8515625000,-12.637
1.8525390625,-12.515
1.8535156250,-12.393
1.8544921875,-12.271
1.8554687500,-12.149
1.8564453125,-12.027
1.8574218750,-11.905
1.8583984375,-11.783
1.8593750000,-11.661
1.8603515625,-11.538
1.8613281250,-11.416
1.8623046875,-11.294
1.8632812500,-11.172
1.8642578125,-11.050
1.8652343750,-10.928
1.8662109375,-10.806
1.8671875000,-10.684
1.8681640625,-10.562
1.8691406250,-10.440
1.8701171875,-10.317
1.8710937500,-10.195
1.8720703125,-10.073
1.8730468750,-9.951
1.8740234375,-9.829
1.8750000000,-9.707
1.8759765625,-9.585
1.8769531250,-9.463
1.8779296875,-9.341
1.8789062500,-9.219
1.8798828125,-9.096
1.8808593750,-8.974
1.8818359375,-8.852
1.8828125000,-8.730
1.8837890625,-8.608
1.8847656250,-8.486
1.8857421875,-8.364
1.8867187500,-8.242
1.8876953125,-8.120
1.8886718750,-7.998
1.8896484375,-7.875
1.8906250000,-7.753
1.8916015625,-7.631
1.8925781250,-7.509
1.8935546875,-7.387
1.8945312500,-7.265
1.8955078125,-7.143
1.8964843750,-7.021
1.8974609375,-6.899
1.8984375000,-6.777
1.8994140625,-6.654
1.9003906250,-6.532
1.9013671875,-6.410
1.9023437500,-6.288
1.9033203125,-6.166
1.9042968750,-6.044
1.9052734375,-5.922
1.9062500000,-5.800
1.9072265625,-5.678
1.9082031250,-5.556
1.9091796875,-5.433
1.9101562500,-5.311
1.9111328125,-5.189
1.9121093750,-5.067
1.9130859375,-4.945
1.9140625000,-4.823
1.9150390625,-4.701
1.9160156250,-4.579
1.9169921875,-4.457
1.9179687500,-4.335
1.9189453125,-4.212
1.9199218750,-4.090
1.9208984375,-3.968
1.9218750000,-3.846
1.9228515625,-3.724
1.9238281250,-3.602
1.9248046875,-3.480
1.9257812500,-3.358
1.9267578125,-3.236
1.9277343750,-3.114
1.9287109375,-2.991
1.9296875000,-2.869
1.9306640625,-2.747
1.9316406250,-2.625
1.9326171875,-2.503
1.9335937500,-2.381
1.9345703125,-2.259
1.9355468750,-2.137
1.9365234375,-2.015
1.9375000000,-1.893
1.9384765625,-1.770
1.9394531250,-1.648
1.9404296875,-1.526
1.9414062500,-1.404
1.9423828125,-1.282
1.9433593750,-1.160
1.9443359375,-1.038
1.9453125000,-0.916
1.9462890625,-0.794
1.9472656250,-0.672
1.9482421875,-0.549
1.9492187500,-0.427
1.9501953125,-0.305
1.9511718750,-0.183
1.9521484375,-0.061
1.9531250000,0.061
1.9541015625,0.183
1.9550781250,0.305
1.9560546875,0.427
1.9570312500,0.549
1.9580078125,0.672
1.9589843750,0.794
1.9599609375,0.916
1.9609375000,1.038
1.9619140625,1.160
1.9628906250,1.282
1.9638671875,1.404
1.9648437500,1.526
1.9658203125,1.648
1.9667968750,1.770
1.9677734375,1.893
1.9687500000,2.015
1.9697265625,2.137
1.9707031250,2.259
1.9716796875,2.381
1.9726562500,2.503
1.9736328125,2.625
1.9746093750,2.747
1.9755859375,2.869
1.9765625000,2.991
1.9775390625,3.114
1.9785156250,3.236
1.9794921875,3.358
1.9804687500,3.480
1.9814453125,3.602
1.9824218750,3.724
1.9833984375,3.846
1.9843750000,3.968
1.9853515625,4.090
1.9863281250,4.212
1.9873046875,4.335
1.9882812500,4.457
1.9892578125,4.579
1.9902343750,4.701
1.9912109375,4.823
1.9921875000,4.945
1.9931640625,5.067
1.9941406250,5.189
1.9951171875,5.311
1.9960937500,5.433
1.9970703125,5.556
1.9980468750,5.678
1.9990234375,5.800
