time_s,channel,value
1.80468750,EEG Fpz-Cz,62.821
1.80468750,ECG,-2.29915
1.80859375,EEG Fpz-Cz,55.006
1.81250000,EEG Fpz-Cz,46.825
1.81250000,ECG,-2.25519
1.81640625,EEG Fpz-Cz,38.400
1.82031250,EEG Fpz-Cz,29.731
1.82031250,ECG,-2.20635
1.82421875,EEG Fpz-Cz,20.940
1.82812500,EEG Fpz-Cz,12.027
1.82812500,ECG,-2.15263
1.83203125,EEG Fpz-Cz,3.114
1.83593750,EEG Fpz-Cz,-5.922
1.83593750,ECG,-2.09402
1.83984375,EEG Fpz-Cz,-14.835
1.84375000,EEG Fpz-Cz,-23.748
1.84375000,ECG,-2.02808
1.84765625,EEG Fpz-Cz,-32.540
1.85156250,EEG Fpz-Cz,-41.087
1.85156250,ECG,-1.95971
1.85546875,EEG Fpz-Cz,-49.389
1.85937500,EEG Fpz-Cz,-57.448
1.85937500,ECG,-1.88645
1.86328125,EEG Fpz-Cz,-65.263
1.86718750,EEG Fpz-Cz,-72.711
1.86718750,ECG,-1.80830
1.87109375,EEG Fpz-Cz,-79.670
1.87500000,EEG Fpz-Cz,-86.264
1.87500000,ECG,-1.72527
1.87890625,EEG Fpz-Cz,-92.369
1.88281250,EEG Fpz-Cz,-97.985
1.88281250,ECG,-1.63980
1.88671875,EEG Fpz-Cz,-103.114
1.89062500,EEG Fpz-Cz,-107.631
1.89062500,ECG,-1.54701
1.89453125,EEG Fpz-Cz,-111.538
1.89843750,EEG Fpz-Cz,-114.957
1.89843750,ECG,-1.45421
1.90234375,EEG Fpz-Cz,-117.643
1.90625000,EEG Fpz-Cz,-119.719
1.90625000,ECG,-1.35653
1.91015625,EEG Fpz-Cz,-121.062
1.91406250,EEG Fpz-Cz,-121.917
1.91406250,ECG,-1.25397
1.91796875,EEG Fpz-Cz,-122.039
1.92187500,EEG Fpz-Cz,-121.429
1.92187500,ECG,-1.14896
1.92578125,EEG Fpz-Cz,-120.208
1.92968750,EEG Fpz-Cz,-118.376
1.92968750,ECG,-1.04396
1.93359375,EEG Fpz-Cz,-115.934
1.93750000,EEG Fpz-Cz,-112.759
1.93750000,ECG,-0.93407
1.94140625,EEG Fpz-Cz,-108.974
1.94531250,EEG Fpz-Cz,-104.701
1.94531250,ECG,-0.82173
1.94921875,EEG Fpz-Cz,-99.817
1.95312500,EEG Fpz-Cz,-94.322
1.95312500,ECG,-0.70696
1.95703125,EEG Fpz-Cz,-88.339
1.96093750,EEG Fpz-Cz,-81.990
1.96093750,ECG,-0.59219
1.96484375,EEG Fpz-Cz,-75.031
1.96875000,EEG Fpz-Cz,-67.827
1.96875000,ECG,-0.47497
1.97265625,EEG Fpz-Cz,-60.134
1.97656250,EEG Fpz-Cz,-52.198
1.97656250,ECG,-0.35775
1.98046875,EEG Fpz-Cz,-43.895
1.98437500,EEG Fpz-Cz,-35.348
1.98437500,ECG,-0.23810
1.98828125,EEG Fpz-Cz,-26.679
1.99218750,EEG Fpz-Cz,-17.888
1.99218750,ECG,-0.11844
1.99609375,EEG Fpz-Cz,-8.974
2.00000000,EEG Fpz-Cz,0.061
2.00000000,ECG,0.00122
2.00000000,Temp rectal,37.29377
2.00390625,EEG Fpz-Cz,9.096
2.00781250,EEG Fpz-Cz,18.010
2.00781250,ECG,0.12088
2.01171875,EEG Fpz-Cz,26.801
2.01562500,EEG Fpz-Cz,35.470
2.01562500,ECG,0.24054
2.01953125,EEG Fpz-Cz,44.017
2.02343750,EEG Fpz-Cz,52.320
2.02343750,ECG,0.36020
2.02734375,EEG Fpz-Cz,60.256
2.03125000,EEG Fpz-Cz,67.949
2.03125000,ECG,0.47741
2.03515625,EEG Fpz-Cz,75.153
2.03906250,EEG Fpz-Cz,82.112
2.03906250,ECG,0.59463
2.04296875,EEG Fpz-Cz,88.462
2.04687500,EEG Fpz-Cz,94.444
2.04687500,ECG,0.70940
2.05078125,EEG Fpz-Cz,99.939
2.05468750,EEG Fpz-Cz,104.823
2.05468750,ECG,0.82418
2.05859375,EEG Fpz-Cz,109.096
2.06250000,EEG Fpz-Cz,112.882
2.06250000,ECG,0.93651
2.06640625,EEG Fpz-Cz,116.056
2.07031250,EEG Fpz-Cz,118.498
2.07031250,ECG,1.04640
2.07421875,EEG Fpz-Cz,120.330
2.07812500,EEG Fpz-Cz,121.551
2.07812500,ECG,1.15140
2.08203125,EEG Fpz-Cz,122.161
2.08593750,EEG Fpz-Cz,122.039
2.08593750,ECG,1.25641
2.08984375,EEG Fpz-Cz,121.184
2.09375000,EEG Fpz-Cz,119.841
2.09375000,ECG,1.35897
2.09765625,EEG Fpz-Cz,117.766
2.10156250,EEG Fpz-Cz,115.079
2.10156250,ECG,1.45665
2.10546875,EEG Fpz-Cz,111.661
2.10937500,EEG Fpz-Cz,107.753
2.10937500,ECG,1.54945
2.11328125,EEG Fpz-Cz,103.236
2.11718750,EEG Fpz-Cz,98.107
2.11718750,ECG,1.64225
2.12109375,EEG Fpz-Cz,92.491
2.12500000,EEG Fpz-Cz,86.386
2.12500000,ECG,1.72772
2.12890625,EEG Fpz-Cz,79.792
2.13281250,EEG Fpz-Cz,72.833
2.13281250,ECG,1.81074
2.13671875,EEG Fpz-Cz,65.385
2.14062500,EEG Fpz-Cz,57.570
2.14062500,ECG,1.88889
2.14453125,EEG Fpz-Cz,49.512
2.14843750,EEG Fpz-Cz,41.209
2.14843750,ECG,1.96215
2.15234375,EEG Fpz-Cz,32.662
2.15625000,EEG Fpz-Cz,23.871
2.15625000,ECG,2.03053
2.16015625,EEG Fpz-Cz,14.957
2.16406250,EEG Fpz-Cz,6.044
2.16406250,ECG,2.09646
2.16796875,EEG Fpz-Cz,-2.991
2.17187500,EEG Fpz-Cz,-11.905
2.17187500,ECG,2.15507
2.17578125,EEG Fpz-Cz,-20.818
2.17968750,EEG Fpz-Cz,-29.609
2.17968750,ECG,2.20879
2.18359375,EEG Fpz-Cz,-38.278
2.18750000,EEG Fpz-Cz,-46.703
2.18750000,ECG,2.25763
2.19140625,EEG Fpz-Cz,-54.884
2.19531250,EEG Fpz-Cz,-62.698
2.19531250,ECG,2.30159
2.19921875,EEG Fpz-Cz,-70.269
2.20312500,EEG Fpz-Cz,-77.350
2.20312500,ECG,2.33822
2.20703125,EEG Fpz-Cz,-84.188
2.21093750,EEG Fpz-Cz,-90.415
2.21093750,ECG,2.36996
2.21484375,EEG Fpz-Cz,-96.154
2.21875000,EEG Fpz-Cz,-101.404
2.21875000,ECG,2.39683
2.22265625,EEG Fpz-Cz,-106.166
2.22656250,EEG Fpz-Cz,-110.317
2.22656250,ECG,2.41636
2.23046875,EEG Fpz-Cz,-113.858
2.23437500,EEG Fpz-Cz,-116.789
2.23437500,ECG,2.43101
2.23828125,EEG Fpz-Cz,-119.109
2.24218750,EEG Fpz-Cz,-120.696
2.24218750,ECG,2.44078
2.24609375,EEG Fpz-Cz,-121.673
2.25000000,EEG Fpz-Cz,-122.039
2.25000000,ECG,2.44322
2.25390625,EEG Fpz-Cz,-121.673
2.25781250,EEG Fpz-Cz,-120.696
2.25781250,ECG,2.44078
2.26171875,EEG Fpz-Cz,-119.109
2.26562500,EEG Fpz-Cz,-116.789
2.26562500,ECG,2.43101
2.26953125,EEG Fpz-Cz,-113.858
2.27343750,EEG Fpz-Cz,-110.317
2.27343750,ECG,2.41636
2.27734375,EEG Fpz-Cz,-106.166
2.28125000,EEG Fpz-Cz,-101.404
2.28125000,ECG,2.39683
2.28515625,EEG Fpz-Cz,-96.154
2.28906250,EEG Fpz-Cz,-90.415
2.28906250,ECG,2.36996
2.29296875,EEG Fpz-Cz,-84.188
2.29687500,EEG Fpz-Cz,-77.350
2.29687500,ECG,2.33822
2.30078125,EEG Fpz-Cz,-70.269
2.30468750,EEG Fpz-Cz,-62.698
2.30468750,ECG,2.30159
2.30859375,EEG Fpz-Cz,-54.884
2.31250000,EEG Fpz-Cz,-46.703
2.31250000,ECG,2.25763
2.31640625,EEG Fpz-Cz,-38.278
2.32031250,EEG Fpz-Cz,-29.609
2.32031250,ECG,2.20879
2.32421875,EEG Fpz-Cz,-20.818
2.32812500,EEG Fpz-Cz,-11.905
2.32812500,ECG,2.15507
2.33203125,EEG Fpz-Cz,-2.991
2.33593750,EEG Fpz-Cz,6.044
2.33593750,ECG,2.09646
2.33984375,EEG Fpz-Cz,14.957
2.34375000,EEG Fpz-Cz,23.871
2.34375000,ECG,2.03053
2.34765625,EEG Fpz-Cz,32.662
2.35156250,EEG Fpz-Cz,41.209
2.35156250,ECG,1.96215
2.35546875,EEG Fpz-Cz,49.512
2.35937500,EEG Fpz-Cz,57.570
2.35937500,ECG,1.88889
2.36328125,EEG Fpz-Cz,65.385
2.36718750,EEG Fpz-Cz,72.833
2.36718750,ECG,1.81074
2.37109375,EEG Fpz-Cz,79.792
2.37500000,EEG Fpz-Cz,86.386
2.37500000,ECG,1.72772
2.37890625,EEG Fpz-Cz,92.491
2.38281250,EEG Fpz-Cz,98.107
2.38281250,ECG,1.64225
2.38671875,EEG Fpz-Cz,103.236
2.39062500,EEG Fpz-Cz,107.753
2.39062500,ECG,1.54945
2.39453125,EEG Fpz-Cz,111.661
2.39843750,EEG Fpz-Cz,115.079
2.39843750,ECG,1.45665
2.40234375,EEG Fpz-Cz,117.766
2.40625000,EEG Fpz-Cz,119.841
2.40625000,ECG,1.35897
2.41015625,EEG Fpz-Cz,121.184
2.41406250,EEG Fpz-Cz,122.039
2.41406250,ECG,1.25641
2.41796875,EEG Fpz-Cz,122.161
2.42187500,EEG Fpz-Cz,121.551
2.42187500,ECG,1.15140
2.42578125,EEG Fpz-Cz,120.330
2.42968750,EEG Fpz-Cz,118.498
2.42968750,ECG,1.04640
2.43359375,EEG Fpz-Cz,116.056
2.43750000,EEG Fpz-Cz,112.882
2.43750000,ECG,0.93651
2.44140625,EEG Fpz-Cz,109.096
2.44531250,EEG Fpz-Cz,104.823
2.44531250,ECG,0.82418
2.44921875,EEG Fpz-Cz,99.939
2.45312500,EEG Fpz-Cz,94.444
2.45312500,ECG,0.70940
2.45703125,EEG Fpz-Cz,88.462
2.46093750,EEG Fpz-Cz,82.112
2.46093750,ECG,0.59463
2.46484375,EEG Fpz-Cz,75.153
2.46875000,EEG Fpz-Cz,67.949
2.46875000,ECG,0.47741
2.47265625,EEG Fpz-Cz,60.256
2.47656250,EEG Fpz-Cz,52.320
2.47656250,ECG,0.36020
2.48046875,EEG Fpz-Cz,44.017
2.48437500,EEG Fpz-Cz,35.470
2.48437500,ECG,0.24054
2.48828125,EEG Fpz-Cz,26.801
2.49218750,EEG Fpz-Cz,18.010
2.49218750,ECG,0.12088
2.49609375,EEG Fpz-Cz,9.096
2.50000000,EEG Fpz-Cz,0.061
2.50000000,ECG,0.00122
2.50390625,EEG Fpz-Cz,-8.974
2.50781250,EEG Fpz-Cz,-17.888
2.50781250,ECG,-0.11844
2.51171875,EEG Fpz-Cz,-26.679
2.51562500,EEG Fpz-Cz,-35.348
2.51562500,ECG,-0.23810
2.51953125,EEG Fpz-Cz,-43.895
2.52343750,EEG Fpz-Cz,-52.198
2.52343750,ECG,-0.35775
2.52734375,EEG Fpz-Cz,-60.134
2.53125000,EEG Fpz-Cz,-67.827
2.53125000,ECG,-0.47497
2.53515625,EEG Fpz-Cz,-75.031
2.53906250,EEG Fpz-Cz,-81.990
2.53906250,ECG,-0.59219
2.54296875,EEG Fpz-Cz,-88.339
2.54687500,EEG Fpz-Cz,-94.322
2.54687500,ECG,-0.70696
2.55078125,EEG Fpz-Cz,-99.817
2.55468750,EEG Fpz-Cz,-104.701
2.55468750,ECG,-0.82173
2.55859375,EEG Fpz-Cz,-108.974
2.56250000,EEG Fpz-Cz,-112.759
2.56250000,ECG,-0.93407
2.56640625,EEG Fpz-Cz,-115.934
2.57031250,EEG Fpz-Cz,-118.376
2.57031250,ECG,-1.04396
2.57421875,EEG Fpz-Cz,-120.208
2.57812500,EEG Fpz-Cz,-121.429
2.57812500,ECG,-1.14896
2.58203125,EEG Fpz-Cz,-122.039
2.58593750,EEG Fpz-Cz,-121.917
2.58593750,ECG,-1.25397
2.58984375,EEG Fpz-Cz,-121.062
2.59375000,EEG Fpz-Cz,-119.719
2.59375000,ECG,-1.35653
2.59765625,EEG Fpz-Cz,-117.643
2.60156250,EEG Fpz-Cz,-114.957
2.60156250,ECG,-1.45421
2.60546875,EEG Fpz-Cz,-111.538
2.60937500,EEG Fpz-Cz,-107.631
2.60937500,ECG,-1.54701
2.61328125,EEG Fpz-Cz,-103.114
2.61718750,EEG Fpz-Cz,-97.985
2.61718750,ECG,-1.63980
2.62109375,EEG Fpz-Cz,-92.369
2.62500000,EEG Fpz-Cz,-86.264
2.62500000,ECG,-1.72527
2.62890625,EEG Fpz-Cz,-79.670
2.63281250,EEG Fpz-Cz,-72.711
2.63281250,ECG,-1.80830
2.63671875,EEG Fpz-Cz,-65.263
2.64062500,EEG Fpz-Cz,-57.448
2.64062500,ECG,-1.88645
2.64453125,EEG Fpz-Cz,-49.389
2.64843750,EEG Fpz-Cz,-41.087
2.64843750,ECG,-1.95971
2.65234375,EEG Fpz-Cz,-32.540
2.65625000,EEG Fpz-Cz,-23.748
2.65625000,ECG,-2.02808
2.66015625,EEG Fpz-Cz,-14.835
2.66406250,EEG Fpz-Cz,-5.922
2.66406250,ECG,-2.09402
2.66796875,EEG Fpz-Cz,3.114
2.67187500,EEG Fpz-Cz,12.027
2.67187500,ECG,-2.15263
2.67578125,EEG Fpz-Cz,20.940
2.67968750,EEG Fpz-Cz,29.731
2.67968750,ECG,-2.20635
2.68359375,EEG Fpz-Cz,38.400
2.68750000,EEG Fpz-Cz,46.825
2.68750000,ECG,-2.25519
2.69140625,EEG Fpz-Cz,55.006
2.69531250,EEG Fpz-Cz,62.821
2.69531250,ECG,-2.29915
2.69921875,EEG Fpz-Cz,70.391
2.70312500,EEG Fpz-Cz,77.473
2.70312500,ECG,-2.33578
2.70703125,EEG Fpz-Cz,84.310
2.71093750,EEG Fpz-Cz,90.537
2.71093750,ECG,-2.36752
2.71484375,EEG Fpz-Cz,96.276
2.71875000,EEG Fpz-Cz,101.526
2.71875000,ECG,-2.39438
2.72265625,EEG Fpz-Cz,106.288
2.72656250,EEG Fpz-Cz,110.440
2.72656250,ECG,-2.41392
2.73046875,EEG Fpz-Cz,113.980
2.73437500,EEG Fpz-Cz,116.911
2.73437500,ECG,-2.42857
2.73828125,EEG Fpz-Cz,119.231
2.74218750,EEG Fpz-Cz,120.818
2.74218750,ECG,-2.43834
2.74609375,EEG Fpz-Cz,121.795
2.75000000,EEG Fpz-Cz,122.161
2.75000000,ECG,-2.44078
2.75390625,EEG Fpz-Cz,121.795
2.75781250,EEG Fpz-Cz,120.818
2.75781250,ECG,-2.43834
2.76171875,EEG Fpz-Cz,119.231
2.76562500,EEG Fpz-Cz,116.911
2.76562500,ECG,-2.42857
2.76953125,EEG Fpz-Cz,113.980
2.77343750,EEG Fpz-Cz,110.440
2.77343750,ECG,-2.41392
2.77734375,EEG Fpz-Cz,106.288
2.78125000,EEG Fpz-Cz,101.526
2.78125000,ECG,-2.39438
2.78515625,EEG Fpz-Cz,96.276
2.78906250,EEG Fpz-Cz,90.537
2.78906250,ECG,-2.36752
2.79296875,EEG Fpz-Cz,84.310
2.79687500,EEG Fpz-Cz,77.473
2.79687500,ECG,-2.33578
2.80078125,EEG Fpz-Cz,70.391
2.80468750,EEG Fpz-Cz,62.821
2.80468750,ECG,-2.29915
2.80859375,EEG Fpz-Cz,55.006
2.81250000,EEG Fpz-Cz,46.825
2.81250000,ECG,-2.25519
2.81640625,EEG Fpz-Cz,38.400
2.82031250,EEG Fpz-Cz,29.731
2.82031250,ECG,-2.20635
2.82421875,EEG Fpz-Cz,20.940
2.82812500,EEG Fpz-Cz,12.027
2.82812500,ECG,-2.15263
2.83203125,EEG Fpz-Cz,3.114
2.83593750,EEG Fpz-Cz,-5.922
2.83593750,ECG,-2.09402
2.83984375,EEG Fpz-Cz,-14.835
2.84375000,EEG Fpz-Cz,-23.748
2.84375000,ECG,-2.02808
2.84765625,EEG Fpz-Cz,-32.540
2.85156250,EEG Fpz-Cz,-41.087
2.85156250,ECG,-1.95971
2.85546875,EEG Fpz-Cz,-49.389
2.85937500,EEG Fpz-Cz,-57.448
2.85937500,ECG,-1.88645
2.86328125,EEG Fpz-Cz,-65.263
2.86718750,EEG Fpz-Cz,-72.711
2.86718750,ECG,-1.80830
2.87109375,EEG Fpz-Cz,-79.670
2.87500000,EEG Fpz-Cz,-86.264
2.87500000,ECG,-1.72527
2.87890625,EEG Fpz-Cz,-92.369
2.88281250,EEG Fpz-Cz,-97.985
2.88281250,ECG,-1.63980
2.88671875,EEG Fpz-Cz,-103.114
2.89062500,EEG Fpz-Cz,-107.631
2.89062500,ECG,-1.54701
2.89453125,EEG Fpz-Cz,-111.538
2.89843750,EEG Fpz-Cz,-114.957
2.89843750,ECG,-1.45421
2.90234375,EEG Fpz-Cz,-117.643
2.90625000,EEG Fpz-Cz,-119.719
2.90625000,ECG,-1.35653
2.91015625,EEG Fpz-Cz,-121.062
2.91406250,EEG Fpz-Cz,-121.917
2.91406250,ECG,-1.25397
2.91796875,EEG Fpz-Cz,-122.039
2.92187500,EEG Fpz-Cz,-121.429
2.92187500,ECG,-1.14896
2.92578125,EEG Fpz-Cz,-120.208
2.92968750,EEG Fpz-Cz,-118.376
2.92968750,ECG,-1.04396
2.93359375,EEG Fpz-Cz,-115.934
2.93750000,EEG Fpz-Cz,-112.759
2.93750000,ECG,-0.93407
2.94140625,EEG Fpz-Cz,-108.974
2.94531250,EEG Fpz-Cz,-104.701
2.94531250,ECG,-0.82173
2.94921875,EEG Fpz-Cz,-99.817
2.95312500,EEG Fpz-Cz,-94.322
2.95312500,ECG,-0.70696
2.95703125,EEG Fpz-Cz,-88.339
2.96093750,EEG Fpz-Cz,-81.990
2.96093750,ECG,-0.59219
2.96484375,EEG Fpz-Cz,-75.031
2.96875000,EEG Fpz-Cz,-67.827
2.96875000,ECG,-0.47497
2.97265625,EEG Fpz-Cz,-60.134
2.97656250,EEG Fpz-Cz,-52.198
2.97656250,ECG,-0.35775
2.98046875,EEG Fpz-Cz,-43.895
2.98437500,EEG Fpz-Cz,-35.348
2.98437500,ECG,-0.23810
2.98828125,EEG Fpz-Cz,-26.679
2.99218750,EEG Fpz-Cz,-17.888
2.99218750,ECG,-0.11844
2.99609375,EEG Fpz-Cz,-8.974
